dut_id:56100DLCQ0001X result:PASS time:29.463 device_config: G950-15970-04 station_id: MT5_FVN-E1F3-G01_FATP-AUDIO_BJ25A-02
phase,measurement,value,low_limit,high_limit,low_limit2,high_limit2
init_test_thread,Battery_Capacity,72.0,30.0 , 100.0,30.0 , 100.0
init_test_thread,speaker_cal,true,'x' is True
initial_dut_temperature,battery_temp,26.2,-inf , +inf,-inf , +inf
aow_info,connection_type,"""WIFI""",'x' is not None
aow_info,ssid,"""MT-G02-AUDIO-02""",'x' is not None
aow_info,freq,"""5660""",'x' is not None
aow_info,rssi,"""-24""",'x' is not None
DeviceInit,connection_type,"""WIFI""",'x' is not None
mic_1_sens_functional,mic-1_sens_functional,-37.067,-90.0 , +inf,-90.0 , +inf
mic_1_sens,mic-1_sens,-37.067,-39.5 , -34.5,-39.5 , -34.5
mic_1_fr,mic-1_fr_00100.0,-38.005,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00106.0,-37.814,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00112.0,-37.655,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00118.0,-37.585,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00125.0,-37.504,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00132.0,-37.468,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00140.0,-37.491,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00150.0,-37.512,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00160.0,-37.513,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00170.0,-37.499,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00180.0,-37.466,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00190.0,-37.435,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00200.0,-37.405,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00212.0,-37.368,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00224.0,-37.332,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00236.0,-37.304,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00250.0,-37.284,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00265.0,-37.265,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00280.0,-37.246,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00300.0,-37.226,-inf , +inf,-inf , +inf
