dut_id:5B031FDDX00004 result:PASS time:51.787 device_config: EM17-GB2R-ESS10 station_id: 4CS4_FVN-E2F3-G02_FATP-AUDIO_BJ26A-03
phase,measurement,value,low_limit,high_limit,low_limit2,high_limit2
init_test_thread,Battery_Capacity,42.0,30.0 , 100.0,30.0 , 100.0
init_test_thread,speaker_cal,true,'x' is True
initial_dut_temperature,battery_temp,27.8,-inf , +inf,-inf , +inf
DeviceInit,connection_type,"""WIFI""",'x' is not None
analyze_mic_filters,fit-time,0.4084718000085559,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_mean-error,0.49198831073476895,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_rms-error,0.7433313900447833,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_max-error,2.9220742828513906,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_max-error-freq,11800.0,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_filter-1-freq,8409.0,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_filter-1-gain,-2.08,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_filter-1-qual,3.3,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_filter-2-freq,10623.0,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_filter-2-gain,-6.5,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_filter-2-qual,3.9,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_filter-3-freq,11812.0,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_filter-3-gain,-11.64,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_filter-3-qual,6.0,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_validation-status,"""fallback""",'x' is not None
analyze_mic_filters,mic-1_fr_predicted_00100.0,-37.762,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00106.0,-37.593,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00112.0,-37.438,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00118.0,-37.32,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00125.0,-37.184,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00132.0,-37.106,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00140.0,-37.098,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00150.0,-37.091,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00160.0,-37.086,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00170.0,-37.065,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00180.0,-37.022,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00190.0,-36.983,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00200.0,-36.946,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00212.0,-36.903,-inf , +inf,-inf , +inf
