dut_id:5B031FDDX00004 result:PASS time:51.817 device_config: EM17-GB2R-ESS10 station_id: 4CS4_FVN-E2F3-G02_FATP-AUDIO_BJ26A-03
phase,measurement,value,low_limit,high_limit,low_limit2,high_limit2
init_test_thread,Battery_Capacity,41.0,30.0 , 100.0,30.0 , 100.0
init_test_thread,speaker_cal,true,'x' is True
initial_dut_temperature,battery_temp,28.0,-inf , +inf,-inf , +inf
DeviceInit,connection_type,"""WIFI""",'x' is not None
analyze_mic_filters,fit-time,0.5273618999926839,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_mean-error,0.5031883107347676,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_rms-error,0.7632582623182829,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_max-error,3.002074282851389,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_max-error-freq,11800.0,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_filter-1-freq,8409.0,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_filter-1-gain,-2.08,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_filter-1-qual,3.3,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_filter-2-freq,10623.0,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_filter-2-gain,-6.5,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_filter-2-qual,3.9,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_filter-3-freq,11812.0,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_filter-3-gain,-11.64,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_filter-3-qual,6.0,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_validation-status,"""fallback""",'x' is not None
analyze_mic_filters,mic-1_fr_predicted_00100.0,-37.769,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00106.0,-37.603,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00112.0,-37.45,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00118.0,-37.332,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00125.0,-37.196,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00132.0,-37.117,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00140.0,-37.108,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00150.0,-37.099,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00160.0,-37.096,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00170.0,-37.078,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00180.0,-37.041,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00190.0,-37.006,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00200.0,-36.973,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00212.0,-36.93,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00224.0,-36.889,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00236.0,-36.855,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00250.0,-36.829,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00265.0,-36.798,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00280.0,-36.761,-inf , +inf,-inf , +inf
analyze_mic_filters,mic-1_fr_predicted_00300.0,-36.718,-inf , +inf,-inf , +inf
